date,value
1981-09-01,118.2695
1981-10-01,119.7977
1981-11-01,122.9195
1981-12-01,123.7941
1982-01-01,117.299
1982-02-01,114.4953
1982-03-01,110.8422
1982-04-01,116.3067
1982-05-01,116.3525
1982-06-01,109.6977
1982-07-01,109.3757
1982-08-01,109.6505
1982-09-01,122.4619
1982-10-01,132.6595
1982-11-01,138.1024
1982-12-01,139.3655
1983-01-01,144.2657
1983-02-01,146.7947
1983-03-01,151.9091
1983-04-01,157.7105
1983-05-01,164.0962
1983-06-01,166.39
1983-07-01,166.956
1983-08-01,162.4187
1983-09-01,167.1614
1983-10-01,167.6548
1983-11-01,165.23
1983-12-01,164.36
1984-01-01,166.3924
1984-02-01,157.2505
1984-03-01,157.4523
1984-04-01,157.6005
1984-05-01,156.5277
1984-06-01,153.1248
1984-07-01,151.0781
1984-08-01,164.4578
1984-09-01,166.1126
1984-10-01,164.8187
1984-11-01,166.2719
1984-12-01,164.4795
1985-01-01,171.6127
1985-02-01,180.8847
1985-03-01,179.41
1985-04-01,180.6181
1985-05-01,184.8986
1985-06-01,188.886
1985-07-01,192.545
1985-08-01,188.3064
1985-09-01,184.2058
1985-10-01,186.1709
1985-11-01,197.444
1985-12-01,207.2581
1986-01-01,208.1805
1986-02-01,219.3653
1986-03-01,232.327
1986-04-01,237.9773
1986-05-01,238.499
1986-06-01,245.2943
1986-07-01,240.18
1986-08-01,244.9852
1986-09-01,238.2695
1986-10-01,237.3561
1986-11-01,245.0926
1986-12-01,248.5914
1987-01-01,264.5114
1987-02-01,280.9342
1987-03-01,292.4714
1987-04-01,289.3224
1987-05-01,289.1155
1987-06-01,301.3636
1987-07-01,310.06
1987-08-01,329.3576
1987-09-01,318.661
1987-10-01,280.1705
1987-11-01,245.008
1987-12-01,240.955
1988-01-01,250.4765
1988-02-01,258.128
1988-03-01,265.7678
1988-04-01,262.6125
1988-05-01,256.1238
1988-06-01,270.6827
1988-07-01,269.05
1988-08-01,263.7265
1988-09-01,267.97
1988-10-01,277.3957
1988-11-01,271.0262
1988-12-01,276.5133
1989-01-01,285.4133
